0.0,12
0.1,13
0.2,13
0.3,12
0.4,11
0.5,12
0.6,12
0.7,15
0.8,11
0.9,13
1.0,12
1.1,12
1.2,12
1.3,11
1.4,13
1.5,14
1.6,11
1.7,13
1.8,12
1.9,13
2.0,16
2.1,12
2.2,11
2.3,14
2.4,16
2.5,13
2.6,15
2.7,13
2.8,14
2.9,15
3.0,14
3.1,15
3.2,14
3.3,15
3.4,15
3.5,15
3.6,16
3.7,14
3.8,14
3.9,14
4.0,16
4.1,14
4.2,15
4.3,14
4.4,15
4.5,13
4.6,14
4.7,15
4.8,14
4.9,14
5.0,14
5.1,15
5.2,15
5.3,15
5.4,16
5.5,14
5.6,14
5.7,13
5.8,12
5.9,14
6.0,13
6.1,15
6.2,13
6.3,13
6.4,14
6.5,13
6.6,15
6.7,14
6.8,12
6.9,12
7.0,15
7.1,13
7.2,14
7.3,15
7.4,16
7.5,15
7.6,16
7.7,16
7.8,18
7.9,17
8.0,15
8.1,16
8.2,17
8.3,20
8.4,21
8.5,21
8.6,22
8.7,23
8.8,23
8.9,25
9.0,24
9.1,27
9.2,28
9.3,28
9.4,27
9.5,31
9.6,31
9.7,29
9.8,30
9.9,32
10.0,32
10.1,30
10.2,30
10.3,29
10.4,32
10.5,28
10.6,29
10.7,28
10.8,28
10.9,31
11.0,30
11.1,28
11.2,30
11.3,32
11.4,29
11.5,31
11.6,32
11.7,31
11.8,31
11.9,31
12.0,34
12.1,34
12.2,31
12.3,31
12.4,30
12.5,31
12.6,30
12.7,29
12.8,32
12.9,30
13.0,31
13.1,29
13.2,31
13.3,32
13.4,31
13.5,30
13.6,30
13.7,31
13.8,30
13.9,31
14.0,30
14.1,28
14.2,32
14.3,30
14.4,29
14.5,30
14.6,30
14.7,32
14.8,30
14.9,31
15.0,30
15.1,29
15.2,30
15.3,29
15.4,30
15.5,32
15.6,31
15.7,29
15.8,32
15.9,31
16.0,31
16.1,31
16.2,31
16.3,30
16.4,31
16.5,30
16.6,31
16.7,32
16.8,29
16.9,27
17.0,29
17.1,29
17.2,31
17.3,29
17.4,30
17.5,31
17.6,33
17.7,35
17.8,39
17.9,46
18.0,52
18.1,63
18.2,69
18.3,81
18.4,89
18.5,98
18.6,102
18.7,110
18.8,111
18.9,118
19.0,118
19.1,118
19.2,117
19.3,118
19.4,112
19.5,119
19.6,116
19.7,115
19.8,116
19.9,120
20.0,115
20.1,117
20.2,119
20.3,118
20.4,115
20.5,116
20.6,117
20.7,119
20.8,116
20.9,120
21.0,118
21.1,118
21.2,114
21.3,118
21.4,117
21.5,117
21.6,112
21.7,117
21.8,116
21.9,119
22.0,119
22.1,113
22.2,117
22.3,115
22.4,117
22.5,113
22.6,116
22.7,115
22.8,115
22.9,114
23.0,116
23.1,115
23.2,115
23.3,114
23.4,114
23.5,117
23.6,113
23.7,114
23.8,114
23.9,115
24.0,116
24.1,117
24.2,117
24.3,115
24.4,118
24.5,118
24.6,118
24.7,115
24.8,115
24.9,117
25.0,117
25.1,118
25.2,115
25.3,118
25.4,114
25.5,116
25.6,116
25.7,114
25.8,115
25.9,115
26.0,117
26.1,117
26.2,117
26.3,113
26.4,115
26.5,117
26.6,118
26.7,115
26.8,118
26.9,113
27.0,117
27.1,116
27.2,116
27.3,113
27.4,117
27.5,117
27.6,117
27.7,120
27.8,118
27.9,118
28.0,120
28.1,123
28.2,146
28.3,165
28.4,184
28.5,201
28.6,224
28.7,241
28.8,246
28.9,256
29.0,269
29.1,263
29.2,270
29.3,264
29.4,270
29.5,267
29.6,266
29.7,264
29.8,266
29.9,261
30.0,263
30.1,260
30.2,265
30.3,268
30.4,261
30.5,264
30.6,264
30.7,265
30.8,262
30.9,263
31.0,266
31.1,266
31.2,265
31.3,260
31.4,266
31.5,267
31.6,260
31.7,262
31.8,260
31.9,265
32.0,263
32.1,264
32.2,268
32.3,258
32.4,263
32.5,263
32.6,260
32.7,263
32.8,264
32.9,262
33.0,261
33.1,265
33.2,264
33.3,265
33.4,265
33.5,265
33.6,262
33.7,264
33.8,267
33.9,258
34.0,268
34.1,264
34.2,264
34.3,261
34.4,267
34.5,267
34.6,264
34.7,263
34.8,258
34.9,267
35.0,264
35.1,265
35.2,264
35.3,261
35.4,264
35.5,259
35.6,260
35.7,267
35.8,261
35.9,258
36.0,263
36.1,259
36.2,264
36.3,266
36.4,262
36.5,257
36.6,266
36.7,263
36.8,268
36.9,265
37.0,258
37.1,267
37.2,266
37.3,258
37.4,266
37.5,267
37.6,262
37.7,258
37.8,259
37.9,263
38.0,264
38.1,265
38.2,263
38.3,267
38.4,265
38.5,265
38.6,266
38.7,273
38.8,287
38.9,319
39.0,366
39.1,423
39.2,448
39.3,447
39.4,452
39.5,452
39.6,450
39.7,451
39.8,442
39.9,431
40.0,435
40.1,439
40.2,431
40.3,435
40.4,434
40.5,434
40.6,432
40.7,436
40.8,439
40.9,438
41.0,434
41.1,431
41.2,437
41.3,427
41.4,430
41.5,439
41.6,432
41.7,438
41.8,436
41.9,438
42.0,437
42.1,436
42.2,433
42.3,435
42.4,436
42.5,438
42.6,433
42.7,428
42.8,435
42.9,440
43.0,437
43.1,430
43.2,429
43.3,439
43.4,438
43.5,436
43.6,438
43.7,432
43.8,436
43.9,438
44.0,438
44.1,436
44.2,438
44.3,434
44.4,436
44.5,436
44.6,437
44.7,433
44.8,437
44.9,434
45.0,428
45.1,430
45.2,437
45.3,438
45.4,429
45.5,428
45.6,434
45.7,431
45.8,431
45.9,434
46.0,432
46.1,438
46.2,436
46.3,438
46.4,432
46.5,436
46.6,437
46.7,433
46.8,433
46.9,433
47.0,445
47.1,447
47.2,448
47.3,459
47.4,482
47.5,530
47.6,577
47.7,624
47.8,680
47.9,709
48.0,731
48.1,747
48.2,748
48.3,760
48.4,760
48.5,762
48.6,771
48.7,767
48.8,754
48.9,738
49.0,746
49.1,743
49.2,746
49.3,746
49.4,748
49.5,741
49.6,741
49.7,741
49.8,749
49.9,745
50.0,745
50.1,741
50.2,744
50.3,745
50.4,743
50.5,739
50.6,743
50.7,738
50.8,741
50.9,742
51.0,744
51.1,742
51.2,744
51.3,746
51.4,743
51.5,745
51.6,741
51.7,742
51.8,736
51.9,737
52.0,739
52.1,742
52.2,739
52.3,748
52.4,741
52.5,736
52.6,742
52.7,739
52.8,745
52.9,741
53.0,748
53.1,742
53.2,737
53.3,739
53.4,745
53.5,743
53.6,738
53.7,741
53.8,747
53.9,746
54.0,748
54.1,740
54.2,746
54.3,741
54.4,742
54.5,733
54.6,741
54.7,739
54.8,747
54.9,739
55.0,735
55.1,742
55.2,743
55.3,744
55.4,741
55.5,740
55.6,742
55.7,738
55.8,747
55.9,744
56.0,745
56.1,744
56.2,741
56.3,749
56.4,748
56.5,741
56.6,747
56.7,743
56.8,742
56.9,747
57.0,741
57.1,738
57.2,738
57.3,743
57.4,747
57.5,741
57.6,746
57.7,743
57.8,742
57.9,743
58.0,740
58.1,744
58.2,745
58.3,743
58.4,733
58.5,747
58.6,738
58.7,738
58.8,747
58.9,745
59.0,740
59.1,739
59.2,739
59.3,744
59.4,747
59.5,733
59.6,745
59.7,741
59.8,733
59.9,742
60.0,738
60.1,742
60.2,737
60.3,744
60.4,748
60.5,743
60.6,742
60.7,738
60.8,740
60.9,747
61.0,745
61.1,738
61.2,734
61.3,744
61.4,745
61.5,740
61.6,748
61.7,746
61.8,738
61.9,743
62.0,735
62.1,741
62.2,743
62.3,749
62.4,747
62.5,742
62.6,743
62.7,743
62.8,745
62.9,743
63.0,748
63.1,744
63.2,740
63.3,743
63.4,743
63.5,746
63.6,740
63.7,740
63.8,744
63.9,741
64.0,739
