0.0,5
0.1,3
0.2,5
0.3,3
0.4,2
0.5,2
0.6,3
0.7,4
0.8,5
0.9,3
1.0,2
1.1,1
1.2,2
1.3,4
1.4,3
1.5,3
1.6,2
1.7,3
1.8,3
1.9,3
2.0,3
2.1,3
2.2,3
2.3,2
2.4,2
2.5,3
2.6,3
2.7,3
2.8,4
2.9,3
3.0,4
3.1,2
3.2,4
3.3,3
3.4,3
3.5,2
3.6,3
3.7,4
3.8,4
3.9,1
4.0,1
4.1,2
4.2,1
4.3,2
4.4,2
4.5,1
4.6,2
4.7,1
4.8,1
4.9,3
5.0,1
5.1,1
5.2,2
5.3,1
5.4,2
5.5,1
5.6,3
5.7,2
5.8,2
5.9,0
6.0,4
6.1,1
6.2,3
6.3,3
6.4,4
6.5,3
6.6,1
6.7,1
6.8,3
6.9,3
7.0,4
7.1,3
7.2,3
7.3,2
7.4,0
7.5,4
7.6,3
7.7,2
7.8,5
7.9,2
8.0,3
8.1,4
8.2,4
8.3,5
8.4,5
8.5,4
8.6,3
8.7,2
8.8,9
8.9,3
9.0,1
9.1,4
9.2,2
9.3,1
9.4,3
9.5,4
9.6,3
9.7,3
9.8,3
9.9,2
10.0,4
10.1,4
10.2,5
10.3,4
10.4,7
10.5,4
10.6,4
10.7,5
10.8,4
10.9,3
11.0,6
11.1,6
11.2,5
11.3,4
11.4,4
11.5,5
11.6,4
11.7,4
11.8,4
11.9,2
12.0,5
12.1,3
12.2,3
12.3,5
12.4,3
12.5,3
12.6,4
12.7,5
12.8,3
12.9,3
13.0,5
13.1,3
13.2,4
13.3,3
13.4,4
13.5,1
13.6,7
13.7,3
13.8,3
13.9,1
14.0,3
14.1,4
14.2,5
14.3,9
14.4,7
14.5,7
14.6,8
14.7,7
14.8,9
14.9,12
15.0,15
15.1,18
15.2,20
15.3,22
15.4,24
15.5,54
15.6,69
15.7,80
15.8,77
15.9,84
16.0,93
16.1,104
16.2,85
16.3,71
16.4,78
16.5,80
16.6,81
16.7,70
16.8,64
16.9,65
17.0,74
17.1,73
17.2,76
17.3,78
17.4,82
17.5,98
17.6,98
17.7,93
17.8,99
17.9,113
18.0,123
18.1,121
18.2,113
18.3,116
18.4,119
18.5,112
18.6,103
18.7,105
18.8,91
18.9,67
19.0,63
19.1,66
19.2,69
19.3,71
19.4,70
19.5,75
19.6,80
19.7,83
19.8,86
19.9,86
20.0,89
20.1,90
20.2,91
20.3,89
20.4,91
20.5,90
20.6,89
20.7,92
20.8,92
20.9,95
21.0,89
21.1,95
21.2,92
21.3,94
21.4,91
21.5,97
21.6,98
21.7,98
21.8,98
21.9,90
22.0,88
22.1,91
22.2,86
22.3,83
22.4,88
22.5,87
22.6,81
22.7,87
22.8,84
22.9,88
23.0,88
23.1,87
23.2,89
23.3,86
23.4,88
23.5,84
23.6,87
23.7,87
23.8,87
23.9,89
24.0,90
24.1,91
24.2,93
24.3,92
24.4,91
24.5,95
24.6,101
24.7,99
24.8,98
24.9,96
25.0,98
25.1,89
25.2,79
25.3,71
25.4,68
25.5,61
25.6,60
25.7,63
25.8,64
25.9,68
26.0,71
26.1,76
26.2,81
26.3,84
26.4,91
26.5,102
26.6,102
26.7,106
26.8,112
26.9,117
27.0,117
27.1,122
27.2,125
27.3,130
27.4,138
27.5,145
27.6,153
27.7,158
27.8,163
27.9,173
28.0,174
28.1,165
28.2,156
28.3,138
28.4,142
28.5,150
28.6,172
28.7,205
28.8,238
28.9,234
29.0,234
29.1,224
29.2,222
29.3,205
29.4,109
29.5,85
29.6,98
29.7,104
29.8,81
29.9,87
30.0,90
30.1,102
30.2,117
30.3,135
30.4,139
30.5,156
30.6,180
30.7,200
30.8,198
30.9,206
31.0,217
31.1,208
31.2,215
31.3,222
31.4,223
31.5,240
31.6,254
31.7,261
31.8,245
31.9,205
32.0,174
32.1,156
32.2,151
32.3,158
32.4,166
32.5,178
32.6,193
32.7,211
32.8,213
32.9,225
33.0,238
33.1,251
33.2,253
33.3,242
33.4,249
33.5,251
33.6,244
33.7,255
33.8,274
33.9,303
34.0,324
34.1,354
34.2,382
34.3,404
34.4,426
34.5,426
34.6,421
34.7,450
34.8,476
34.9,490
35.0,507
35.1,481
35.2,475
35.3,551
35.4,546
35.5,544
35.6,545
35.7,557
35.8,554
35.9,547
36.0,522
36.1,530
36.2,534
36.3,547
36.4,540
36.5,548
36.6,552
36.7,551
36.8,547
36.9,499
37.0,412
37.1,336
37.2,246
37.3,132
37.4,38
37.5,299
37.6,259
37.7,6
37.8,4
37.9,4
38.0,4
38.1,3
38.2,2
38.3,5
38.4,1
38.5,3
38.6,5
38.7,4
38.8,2
38.9,2
39.0,5
39.1,3
39.2,3
39.3,4
39.4,3
39.5,4
39.6,0
39.7,3
39.8,1
39.9,2
40.0,2
40.1,3
40.2,1
40.3,1
40.4,2
40.5,1
40.6,2
40.7,1
40.8,2
40.9,2
41.0,3
41.1,3
41.2,3
41.3,7
41.4,3
41.5,4
41.6,2
41.7,4
41.8,3
41.9,4
42.0,2
42.1,3
42.2,3
42.3,4
42.4,5
42.5,2
42.6,3
42.7,2
42.8,4
42.9,4
43.0,2
43.1,4
43.2,2
43.3,2
43.4,3
43.5,2
43.6,2
43.7,4
43.8,1
43.9,3
44.0,1
44.1,1
44.2,1
44.3,3
44.4,3
44.5,4
44.6,1
44.7,5
44.8,4
44.9,1
45.0,4
45.1,3
45.2,4
45.3,2
45.4,2
45.5,0
45.6,3
45.7,1
45.8,3
45.9,2
46.0,1
46.1,2
46.2,2
46.3,3
46.4,2
46.5,0
46.6,2
46.7,1
46.8,5
46.9,2
47.0,1
47.1,2
47.2,3
47.3,4
47.4,4
47.5,4
47.6,3
47.7,3
47.8,4
47.9,2
48.0,3
48.1,3
48.2,0
48.3,3
48.4,3
48.5,2
48.6,1
48.7,2
48.8,1
48.9,2
49.0,2
49.1,1
49.2,0
49.3,3
49.4,2
49.5,3
49.6,1
49.7,3
49.8,3
49.9,3
50.0,1
50.1,3
50.2,1
50.3,4
50.4,1
50.5,1
50.6,1
50.7,4
50.8,3
50.9,4
51.0,1
51.1,2
51.2,2
51.3,2
51.4,2
51.5,2
51.6,2
51.7,1
51.8,2
51.9,3
52.0,0
52.1,3
52.2,-1
52.3,3
52.4,1
52.5,-1
52.6,3
52.7,4
52.8,2
52.9,5
53.0,3
53.1,2
53.2,0
53.3,4
53.4,4
53.5,6
53.6,3
53.7,2
53.8,1
53.9,1
54.0,3
54.1,4
54.2,4
54.3,3
54.4,4
54.5,3
54.6,1
54.7,5
